,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month
100,2021-006EG,ARCE 1B (Articulated Reconnaissance and Communications Expedition-1),USA,"University of South Florida, Institute of Applied Engineering (IAE).",USA,"South Florida University, Institute of Applied Engineering (IAE)",Civil,Technology Development,nan,LEO,Sun-Synchronous,95.2,4.0,1.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
101,2021-006EH,ARCE 1C (Articulated Reconnaissance and Communications Expedition-1),USA,"University of South Florida, Institute of Applied Engineering (IAE).",USA,"South Florida University, Institute of Applied Engineering (IAE)",Civil,Technology Development,nan,LEO,Sun-Synchronous,95.2,4.0,1.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
102,2022-033E,ARCSAT,Norway,Norwegian Defence Research Establishment,Norway,Norwegian Defence Research Establishment,Military,Technology Demonstration,nan,LEO,Sun-Synchronous,95.0,4.0,10.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
103,2021-102J,ARICA,Japan,Aoyama Gakuin University in Tokyo,Japan,Aoyama Gakuin University in Tokyo,Civil,Technology Development,nan,LEO,Sun-Synchronous,95.0,4.0,1.0,nan,nan,Uchinoura Space Center,H2A,2021,11
104,2021-016A,Arktika-M1,Russia,Naval Physical and Oceanographic Laboratory,Russia,NPO Lavochkin,Government,Earth Observation,Meteorology,Elliptical,nan,717.8,7.0,2200.0,780,2000,Baikonur Cosmodrome,Soyuz-2.1b,2021,2
105,2018-004V,Arkyd-6A,USA,Planetary Resources,USA,Planetary Resources,Commercial,Technology Development,nan,LEO,Sun-Synchronous,94.5,4.0,10.0,nan,nan,Satish Dhawan Space Centre,PSLV,2018,1
106,2014-062B,ArSat 1,Argentina,ArSat,Argentina,INVAP S.E.,Commercial,Communications,nan,GEO,nan,1436.07,15.0,3000.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2014,10
107,2015-054B,ArSat 2,Argentina,ArSat,Argentina,INVAP S.E.,Commercial,Communications,nan,GEO,nan,1436.06,15.0,2977.0,nan,4600,Guiana Space Center,Ariane 5 ECA,2015,9
108,2021-059CC,Arthur,Belgium,Aerospacelab,Belgium,Astrospacelab,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,95.1,4.0,20.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
109,2021-006AE,ASELSAT,Turkey,Istanbul Technical  University,Turkey,Istanbul Technical University,Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,95.2,4.0,5.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
110,2009-042A,AsiaSat-5,China,Asia Satellite Telecommunications Co. Ltd.,USA,Space Systems/Loral,Commercial,Communications,nan,GEO,nan,1436.11,15.0,3760.0,nan,nan,Baikonur Cosmodrome,Breeze M,2009,8
111,2014-052A,AsiaSat-6 (Thaicom-7),China,Asia Satellite Telecommunications Co. Ltd.,USA,Space Systems/Loral,Commercial,Communications,nan,GEO,nan,1436.17,15.0,3700.0,nan,nan,Cape Canaveral,Falcon 9,2014,9
112,2011-069A,AsiaSat-7,China,Asia Satellite Telecommunications Co. Ltd.,USA,Space Systems/Loral,Commercial,Communications,nan,GEO,nan,1436.17,15.0,3813.0,nan,nan,Baikonur Cosmodrome,Proton M,2011,11
113,2014-046A,AsiaSat-8,China,Asia Satellite Telecommunications Co. Ltd.,USA,Space Systems/Loral,Commercial,Communications,nan,GEO,nan,1436.1,15.0,4500.0,nan,8500,Cape Canaveral,Falcon 9,2014,8
114,2017-057A,AsiaSat-9,China,Asia Satellite Telecommunications Co. Ltd.,USA,Space Systems/Loral,Commercial,Communications,nan,GEO,nan,1436.1,15.0,6140.0,nan,nan,Baikonur Cosmodrome,Proton,2017,9
115,2000-016A,AsiaStar,USA,1Worldspace,France,Alcatel Space Industries,Commercial,Communications,nan,GEO,nan,1436.15,15.0,2775.0,1530,5600,Guiana Space Center,Ariane 5G,2000,3
116,2014-070A,ASNARO 1 (Advanced Satellite with New system Architecture for Observation),Japan,Japan Space Systems,Japan,NEC Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,94.75,3.0,500.0,nan,nan,Dombarovsky Air Base,Dnepr,2014,11
117,2018-007A,ASNARO 2 (Advanced Satellite with New system Architecture for Observation),Japan,Japan Space Systems,Japan,NEC Corporation,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,94.5,3.0,570.0,nan,nan,Uchinoura Space Center,Epsilon,2018,1
118,2021-102C,ASTERISC (Asutarisuku),Japan,Chiba Institute of Technology,Japan,Chiba Institute of Technology,Civil,Technology Development,nan,LEO,Sun-Synchronous,94.5,4.0,4.0,nan,nan,Uchinoura Space Center,H2A,2021,11
119,1997-076A,Astra 1G,Luxembourg,SES S.A.,USA,Hughes Space and Communications Co.,Commercial,Communications,nan,GEO,nan,1436.08,15.0,3379.0,3010,6600,Baikonur Cosmodrome,Proton K,1997,12
120,2006-012A,Astra 1KR,Luxembourg,SES S.A.,USA,Lockheed Martin Commercial Space Systems,Commercial,Communications,nan,GEO,nan,1436.1,15.0,4332.0,nan,12000,Cape Canaveral,Atlas 5,2006,4
121,2007-016A,Astra 1L,Luxembourg,SES S.A.,USA,Lockheed Martin Commercial Space Systems,Commercial,Communications,nan,GEO,nan,1436.03,15.0,4500.0,nan,13000,Guiana Space Center,Ariane 5 ECA,2007,5
122,2008-057A,Astra 1M,Luxembourg,SES S.A.,France,EADS Astrium,Commercial,Communications,nan,GEO,nan,1438.2,15.0,5345.0,nan,9900,Baikonur Cosmodrome,Proton M,2008,11
123,2011-041A,Astra 1N,Luxembourg,SES S.A.,France,EADS Astrium,Commercial,Communications,nan,GEO,nan,1434.1,15.0,5350.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2011,8
124,1998-050A,Astra 2A,Luxembourg,SES S.A.,USA,Hughes Space and Communications Co.,Commercial,Communications,nan,GEO,nan,1436.12,15.0,3635.0,2500,7000,Baikonur Cosmodrome,Proton K,1998,8
125,2001-025A,Astra 2C,Luxembourg,SES S.A.,USA,Boeing Satellite Systems,Commercial,Communications,nan,GEO,nan,1436.12,15.0,3643.0,2000,7000,Baikonur Cosmodrome,Proton K,2001,6
126,2000-081A,Astra 2D,Luxembourg,SES S.A.,USA,Hughes Space and Communications Co.,Commercial,Communications,nan,GEO,nan,1436.1,15.0,1420.0,700,1500,Guiana Space Center,Ariane 5G,2000,12
127,2013-056A,Astra 2E (Eutelsat 28E),Luxembourg,SES S.A.,France,EADS Astrium,Commercial,Communications,nan,GEO,nan,1436.12,15.0,6052.0,nan,13000,Baikonur Cosmodrome,Proton M,2013,9
128,2012-051A,Astra 2F (Eutelsat 28F),Luxembourg,SES S.A.,Multinational,EADS Astrium,Commercial,Communications,nan,GEO,nan,1436.07,15.0,6000.0,2660,nan,Guiana Space Center,Ariane 5 ECA,2012,9
129,2014-089A,Astra 2G (Eutelsat 28G),Luxembourg,SES S.A.,Multinational,Airbus Defense and Space,Commercial,Communications,nan,GEO,nan,1436.11,15.0,6000.0,nan,13000,Baikonur Cosmodrome,Proton M,2014,12
130,2002-015B,Astra 3A,Luxembourg,SES S.A.,USA,Boeing Satellite Systems,Commercial,Communications,nan,GEO,nan,1436.07,10.0,1500.0,750,1500,Guiana Space Center,Ariane 44L,2002,3
131,2010-021A,Astra 3B,Luxembourg,SES S.A.,Multinational,EADS Astrium,Commercial,Communications,nan,GEO,nan,1436.11,15.0,5471.0,nan,10000,Guiana Space Center,Ariane 5 ECA,2010,5
132,2014-011B,Astra 5B,Luxembourg,SES S.A.,France,EADS Astrium,Commercial,Communications,nan,GEO,nan,1436.26,15.0,5724.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2014,3
133,2018-004S,Astranis Demosat-2,USA,Astranis,USA,Astranis,Commercial,Technology Development,nan,LEO,Sun-Synchronous,94.5,4.0,311.0,nan,nan,Satish Dhawan Space Centre,PSLV,2018,1
134,2021-006T,Astrocast-0101,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,94.6,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
135,2021-006CD,Astrocast-0102,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,94.6,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
136,2021-006CC,Astrocast-0103,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,94.6,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
137,2021-006DK,Astrocast-0104,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,94.5,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
138,2021-006DH,Astrocast-0105,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,94.5,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
139,2021-059CD,Astrocast-0201,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,95.1,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
140,2021-059CL,Astrocast-0202,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,95.0,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
141,2021-059CE,Astrocast-0203,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,95.0,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
142,2021-059CB,Astrocast-0204,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,95.1,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
143,2021-059CK,Astrocast-0205,Switzerland,Astrocast,Switzerland,Astrocast,Commercial,Communications,nan,LEO,Sun-Synchronous,95.0,4.0,4.0,nan,nan,Cape Canaveral,Falcon 9,2021,6
144,2015-052A,Astrosat,India,Telemetry Tracking and Command Network (ISTRAC) Centre,India,Indian Space Research Organization (ISRO),Government,Space Science,nan,LEO,Equatorial,97.54,5.0,230.0,nan,nan,Satish Dhawan Space Centre,PSLV C-30,2015,9
145,2019-034A,AT&T T16,USA,"DirecTV, Inc.",France,Airbus Defense and Space,Commercial,Communications,nan,GEO,nan,1436.07,15.0,6350.0,nan,nan,Guiana Space Center,Ariane 5,2019,6
146,2020-061D,Athena,USA,PointView Tech,USA,Maxar Technologies,Commercial,Communications,nan,LEO,Sun-Synchronous,94.5,4.0,138.0,nan,nan,Guiana Space Center,Vega,2020,9
147,2014-006B,Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),Multinational,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),France,Thales Alenia Space,Multi Users,Communications,nan,GEO,nan,1436.06,15.0,3080.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2014,2
148,2015-077C,Athenoxat-1 (Athene Noctua Experimental Satellite),Singapore,Microspace Rapid Pvt Ltd.,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,nan,LEO,Equatorial,95.46,4.0,6.0,nan,nan,Satish Dhawan Space Centre,PSLV-C29,2015,12
149,2013-006B,Azerspace 1/Africasat-1a,Azerbaijan,Azercosmos,USA,Orbital Sciences Corp.,Government,Communications,nan,GEO,nan,1436.08,15.0,3250.0,1438,nan,Guiana Space Center,Ariane 5 ECA,2013,2
150,2018-074A,Azerspace 2/Intelsat-38,Azerbaijan,Azercosmos,USA,Space Systems/Loral,Government,Communications,nan,GEO,nan,1436.1,15.0,3500.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2018,9
151,2006-051A,Badr 4 (Arabsat 4B),Multinational,Arab Satellite Communications Org. (ASCO),Multinational,EADS Astrium,Government,Communications,nan,GEO,nan,1436.06,15.0,3304.0,1487,nan,Baikonur Cosmodrome,Proton M,2006,11
152,2010-025A,Badr 5 (Arabsat 5B),Multinational,Arab Satellite Communications Org. (ASCO),Multinational,EADS Astrium,Government,Communications,nan,GEO,nan,1439.76,15.0,5420.0,nan,nan,Baikonur Cosmodrome,Proton,2010,6
153,2010-032B,Badr 5A (Arabsat 5A),Multinational,Arab Satellite Communications Org. (ASCO),Multinational,EADS Astrium,Government,Communications,nan,GEO,nan,1427.27,15.0,4940.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2010,6
154,2008-034B,Badr 6 (Arabsat 4AR),Multinational,Arab Satellite Communications Org. (ASCO),Multinational,EADS Astrium,Government,Communications,nan,GEO,nan,1436.1,15.0,3400.0,nan,6000,Guiana Space Center,Ariane 5 ECA,2008,7
155,2015-065B,Badr 7 (Arabsat 6B),Multinational,Arab Satellite Communications Org. (ASCO),Multinational,Airbus Defense and Space,Government,Communications,nan,GEO,nan,1436.0,15.0,5500.0,nan,nan,Guiana Space Center,Ariane 5,2015,11
156,2018-044A,Bangabandhu 1,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Multinational,Thales Alenia Space,Government,Communications,nan,GEO,nan,1436.06,15.0,3500.0,nan,nan,Cape Canaveral,Falcon 9,2018,5
157,2021-117C,Baoyun,China,Tianyi Research Institute,China,Unknown,Civil,Unknown,nan,LEO,Sun-Synchronous,95.0,4.0,20.0,nan,nan,Jiuquan Satellite Launch Center,Ceres 1,2021,12
158,2015-009A,BARS-M (Cosmos 2503),Russia,Ministry of Defense,Russia,Progress Rocket and Space Center,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,96.1,5.0,4000.0,3500,nan,Plesetsk Cosmodrome,Soyuz-2.1b,2015,2
159,2016-020A,BARS-M (Cosmos 2515),Russia,Ministry of Defense,Russia,Progress Rocket and Space Center,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,96.1,5.0,4000.0,3500,nan,Plesetsk Cosmodrome,Soyuz-2.1a,2016,3
160,2022-054A,BARS-M3 (Cosmos 2556),Russia,Ministry of Defense,Russia,Progress Rocket and Space Center,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,94.6,5.0,3700.0,3500,nan,Plesetsk Cosmodrome,Soyuz-2.1a,2022,5
161,2023-040A,BARS-M4 (Cosmos 2567),Russia,Ministry of Defense,Russia,Progress Rocket and Space Center,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,94.6,5.0,3700.0,3500,nan,Plesetsk Cosmodrome,Soyuz-2.1a,2023,3
162,2023-050J,BB-1,USA,Space Development Agency,USA,Leidos,Military,Technology Demonstration,nan,LEO,Polar,104.0,4.0,300.0,300,nan,Vandenberg AFB,Falcon 9,2023,4
163,2023-050K,BB-2,USA,Space Development Agency,USA,Leidos,Military,Technology Demonstration,nan,LEO,Polar,104.0,4.0,300.0,300,nan,Vandenberg AFB,Falcon 9,2023,4
164,2022-033U,BDSAT (CZE-BDSAT),Czech Republic,Central European Institute of Technology,Czech Republic,Central European Institute of Technology,Government,Technology Demonstration,nan,LEO,Sun-Synchronous,97.0,4.0,1.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
165,2023-001CT,BDSAT-2,Czech Republic,Central European Institute of Technology,Czech Republic,Central European Institute of Technology/,Civil,Communications,Amateur Radio,LEO,Sun-Synchronous,95.1,4.0,2.0,2,nan,Cape Canaveral,Falcon 9,2023,1
166,2021-022AM,Beesat-5 (Berlin Experimental and Educational Satellite-5),Germany,Technical University Berlin,Germany,Technical University Berlin,Civil,Technology Demonstration,nan,LEO,Sun-Synchronous,95.5,4.0,1.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
167,2021-022AB,Beesat-6 (Berlin Experimental and Educational Satellite-6),Germany,Technical University Berlin,Germany,Technical University Berlin,Civil,Technology Demonstration,nan,LEO,Sun-Synchronous,95.5,4.0,1.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
168,2021-022AN,Beesat-7 (Berlin Experimental and Educational Satellite-7),Germany,Technical University Berlin,Germany,Technical University Berlin,Civil,Technology Demonstration,nan,LEO,Sun-Synchronous,95.5,4.0,1.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
169,2021-022AP,Beesat-8 (Berlin Experimental and Educational Satellite-8),Germany,Technical University Berlin,Germany,Technical University Berlin,Civil,Technology Demonstration,nan,LEO,Sun-Synchronous,95.5,4.0,1.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
170,2019-038AC,"Beesat-9 (Berlin Experimental and Educational Satellite-9, Tubsat-17)",Germany,Technical University Berlin,Germany,Technical University Berlin,Civil,Technology Development,nan,LEO,Sun-Synchronous,95.2,4.0,1.0,nan,nan,Vostochny Cosmodrome,Soyuz-2.1b,2019,7
171,2012-018A,Beidou 2-12 (Compass M3),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,Non-Polar Inclined,773.19,8.0,2200.0,nan,nan,Xichang Satellite Launch Center,Long March 3B,2012,4
172,2012-018B,Beidou 2-13 (Compass M4),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,Non-Polar Inclined,773.21,8.0,2200.0,nan,nan,Xichang Satellite Launch Center,Long March 3B,2012,4
173,2012-050B,Beidou 2-15 (Compass M6),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,Non-Polar Inclined,773.1,8.0,3800.0,nan,nan,Xichang Satellite Launch Center,Long March 3B,2012,9
174,2012-059A,Beidou 2-16 (Compass G-6),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1436.11,8.0,3800.0,2300,nan,Xichang Satellite Launch Center,Long March 3C,2012,10
175,2016-021A,Beidou 2-17 (IGSO-6),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1435.92,8.0,4200.0,1900,nan,Xichang Satellite Launch Center,Long March 3A,2016,3
176,2016-037A,Beidou 2-18 (Compass G-7),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1436.1,8.0,3800.0,nan,nan,Xichang Satellite Launch Center,Long March 3C,2016,6
177,2015-019A,Beidou 3I-1S,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1461.81,8.0,4200.0,nan,nan,Xichang Satellite Launch Center,Long March 3C,2015,3
178,2015-053A,Beidou 3I-2S,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1435.73,8.0,4200.0,nan,nan,Xichang Satellite Launch Center,Long March 3B,2015,9
179,2015-037A,Beidou 3M-1S,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,Non-Polar Inclined,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2015,7
180,2015-037B,Beidou 3M-2S,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,Non-Polar Inclined,773.3,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2015,7
181,2017-069A,Beidou 3M1,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2017,11
182,2019-061A,Beidou 3M1 (Beidou 23),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2019,9
183,2019-061B,Beidou 3M1 (Beidou 24),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2019,9
184,2017-069B,Beidou 3M1 (Beidou 25),China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2017,11
185,2018-003A,Beidou DW 26,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,1
186,2018-003B,Beidou DW 27,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,1
187,2018-018A,Beidou DW 28,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,2
188,2018-018B,Beidou DW 29,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,2
189,2018-029A,Beidou DW 30,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,3
190,2018-029B,Beidou DW 31,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,3
191,2018-057A,Beidou DW 32,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,GEO,nan,1436.1,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3A,2018,7
192,2018-062A,Beidou DW 33,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,7
193,2018-062B,Beidou DW 34,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,7
194,2018-067A,Beidou DW 35,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,8
195,2018-067B,Beidou DW 36,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.2,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,8
196,2018-072A,Beidou DW 37,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,787.1,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,9
197,2018-072B,Beidou DW 38,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,773.1,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,9
198,2018-078A,Beidou DW 39,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,787.4,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,10
199,2018-078B,Beidou DW 40,China,Chinese Ministry of National Defense,China,Space Technology Research Institute (part of CASC),Multi Users,Navigation/Global Positioning,nan,MEO,nan,787.4,8.0,800.0,280,nan,Xichang Satellite Launch Center,Long March 3B,2018,10
